cve_id,description,published,last_modified
CVE-2025-70347,An issue in mquickjs before commit 74b7e (2026-01-15) allows a local attacker to cause a denial of service via a crafted file to the get_mblock_size function at mquickjs.c.,2026-02-10T16:16:09.800,2026-02-10T21:51:48.077
CVE-2026-1602,SQL injection in Ivanti Endpoint Manager before version 2024 SU5 allows a remote authenticated attacker to read arbitrary data from the database.,2026-02-10T16:16:10.387,2026-02-12T15:16:10.820
CVE-2026-1603,An authentication bypass in Ivanti Endpoint Manager before version 2024 SU5 allows a remote unauthenticated attacker to leak specific stored credential data.,2026-02-10T16:16:10.540,2026-02-12T15:20:13.990
CVE-2026-1774,"CASL Ability, versions 2.4.0 through 6.7.4, contains a prototype pollution vulnerability.",2026-02-10T16:16:10.740,2026-02-11T15:16:16.793
CVE-2026-21743,"A missing authorization vulnerability in Fortinet FortiAuthenticator 6.6.0 through 6.6.6, FortiAuthenticator 6.5 all versions, FortiAuthenticator 6.4 all versions, FortiAuthenticator 6.3 all versions may allow a read-only user to make modification to local users via a file upload to an unprotected endpoint.",2026-02-10T16:16:10.903,2026-02-12T16:05:15.240
CVE-2026-22153,"An Authentication Bypass by Primary Weakness vulnerability [CWE-305] vulnerability in Fortinet FortiOS 7.6.0 through 7.6.4 may allow an unauthenticated attacker to bypass LDAP authentication of Agentless VPN or FSSO policy, when the remote LDAP server is configured in a specific way.",2026-02-10T16:16:11.050,2026-02-12T16:03:10.500
CVE-2025-20070,"Improper conditions check for the Intel(R) Optane(TM) PMem management software before versions CR_MGMT_02.00.00.4052, CR_MGMT_03.00.00.0538 within Ring 3: User Applications may allow an escalation of privilege. Unprivileged software adversary with an authenticated user combined with a high complexity attack may enable [cvss_threat_loss_factor]. This result may potentially occur via local access when attack requirements are present without special internal knowledge and requires active user interaction. The potential vulnerability may impact the confidentiality (high), integrity (high) and availability (high) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:11.707,2026-02-10T21:51:48.077
CVE-2025-20080,"Null pointer dereference in the firmware for some Intel(R) AMT and Intel(R) Standard Manageability within Ring 0: Kernel may allow a denial of service. Network adversary with an unauthenticated user combined with a high complexity attack may enable denial of service. This result may potentially occur via network access when attack requirements are present without special internal knowledge and requires no user interaction. The potential vulnerability may impact the confidentiality (none), integrity (none) and availability (high) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:11.923,2026-02-10T21:51:48.077
CVE-2025-20106,"Uncontrolled search path in some software installer for some VTune(TM) Profiler software and Intel(R) oneAPI Base Toolkits before version 2025.0. within Ring 3: User Applications may allow an escalation of privilege. System software adversary with an authenticated user combined with a high complexity attack may enable escalation of privilege. This result may potentially occur via local access when attack requirements are present without special internal knowledge and requires active user interaction. The potential vulnerability may impact the confidentiality (high), integrity (high) and availability (high) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:12.093,2026-02-10T21:51:48.077
CVE-2025-22453,"Improper input validation for some Server Firmware Update Utility(SysFwUpdt) before version 16.0.12 within Ring 3: User Applications may allow an escalation of privilege. System software adversary with a privileged user combined with a high complexity attack may enable local code execution. This result may potentially occur via local access when attack requirements are present without special internal knowledge and requires no user interaction. The potential vulnerability may impact the confidentiality (high), integrity (high) and availability (high) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:12.280,2026-02-10T21:51:48.077
CVE-2025-22849,"Incorrect default permissions for the Intel(R) Optane(TM) PMem management software before versions CR_MGMT_01.00.00.3584, CR_MGMT_02.00.00.4052, CR_MGMT_03.00.00.0538 within Ring 3: User Applications may allow an escalation of privilege. Unprivileged software adversary with an authenticated user combined with a high complexity attack may enable escalation of privilege. This result may potentially occur via local access when attack requirements are present without special internal knowledge and requires active user interaction. The potential vulnerability may impact the confidentiality (high), integrity (high) and availability (high) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:12.493,2026-02-10T21:51:48.077
CVE-2025-22885,"Improper buffer restrictions in the firmware for the TDX Module may allow an escalation of privilege. System software adversary with a privileged user combined with a high complexity attack may enable escalation of privilege. This result may potentially occur via local access when attack requirements are not present without special internal knowledge and requires no user interaction. The potential vulnerability may impact the confidentiality (high), integrity (low) and availability (none) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:12.680,2026-02-10T21:51:48.077
CVE-2025-24851,"Uncaught exception in the firmware for some 100GbE Intel(R) Ethernet Controller E810 before version cvl fw 1.7.8.x within Ring 0: Bare Metal OS may allow a denial of service. System software adversary with a privileged user combined with a low complexity attack may enable denial of service. This result may potentially occur via local access when attack requirements are not present without special internal knowledge and requires no user interaction. The potential vulnerability may impact the confidentiality (none), integrity (none) and availability (high) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:12.890,2026-02-10T21:51:48.077
CVE-2025-25058,"Improper initialization for some ESXi kernel mode driver for the Intel(R) Ethernet 800-Series before version 2.2.2.0 (esxi 8.0) &amp; 2.2.3.0 (esxi 9.0) within Ring 1: Device Drivers may allow an information disclosure. Unprivileged software adversary with an authenticated user combined with a low complexity attack may enable data exposure. This result may potentially occur via local access when attack requirements are present without special internal knowledge and requires no user interaction. The potential vulnerability may impact the confidentiality (low), integrity (none) and availability (none) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:13.490,2026-02-10T21:51:48.077
CVE-2025-25210,"Improper input validation for some Server Firmware Update Utility(SysFwUpdt) before version 16.0.12 within Ring 3: User Applications may allow an escalation of privilege. System software adversary with a privileged user combined with a low complexity attack may enable escalation of privilege. This result may potentially occur via local access when attack requirements are present without special internal knowledge and requires no user interaction. The potential vulnerability may impact the confidentiality (high), integrity (high) and availability (high) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:13.697,2026-02-10T21:51:48.077
CVE-2025-27243,"Out-of-bounds write in the firmware for some Intel(R) Ethernet Controller E810 before version cvl fw 1.7.8.x within Ring 0: Bare Metal OS may allow a denial of service. System software adversary with a privileged user combined with a low complexity attack may enable denial of service. This result may potentially occur via local access when attack requirements are not present without special internal knowledge and requires no user interaction. The potential vulnerability may impact the confidentiality (none), integrity (none) and availability (high) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:14.183,2026-02-10T21:51:48.077
CVE-2025-27535,"Exposed ioctl with insufficient access control in the firmware for some Intel(R) Ethernet Connection E825-C. before version NVM ver. 3.84 within Ring 0: Bare Metal OS may allow a denial of service. System software adversary with a privileged user combined with a high complexity attack may enable denial of service. This result may potentially occur via local access when attack requirements are present without special internal knowledge and requires no user interaction. The potential vulnerability may impact the confidentiality (none), integrity (none) and availability (high) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:14.427,2026-02-10T21:51:48.077
CVE-2025-27560,"Loop with unreachable exit condition ('infinite loop') for some Intel(R) Platform within Ring 0: Kernel may allow a denial of service. System software adversary with a privileged user combined with a low complexity attack may enable denial of service. This result may potentially occur via local access when attack requirements are not present without special internal knowledge and requires no user interaction. The potential vulnerability may impact the confidentiality (none), integrity (none) and availability (high) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:14.600,2026-02-10T21:51:48.077
CVE-2025-27572,"Exposure of sensitive information during transient execution for some TDX within Ring 0: Hypervisor may allow an information disclosure. Authorized adversary with a privileged user combined with a high complexity attack may enable data exposure. This result may potentially occur via local access when attack requirements are not present without special internal knowledge and requires no user interaction. The potential vulnerability may impact the confidentiality (high), integrity (none) and availability (none) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:14.763,2026-02-10T21:51:48.077
CVE-2025-27708,"Out-of-bounds read in the firmware for some Intel(R) Converged Security and Management Engine (CSME) Firmware (FW) within Ring 0: Kernel may allow an information disclosure. System software adversary with a privileged user combined with a low complexity attack may enable data exposure. This result may potentially occur via local access when attack requirements are present without special internal knowledge and requires no user interaction. The potential vulnerability may impact the confidentiality (high), integrity (none) and availability (none) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:14.900,2026-02-10T21:51:48.077
CVE-2025-27940,"Out-of-bounds read for some TDX Module before version tdx1.5 within Ring 0: Hypervisor may allow an information disclosure. Software side channel adversary with a privileged user combined with a high complexity attack may enable data exposure. This result may potentially occur via local access when attack requirements are present without special internal knowledge and requires no user interaction. The potential vulnerability may impact the confidentiality (high), integrity (none) and availability (none) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:15.063,2026-02-10T21:51:48.077
CVE-2025-30508,"Improper authorization in the Intel(R) Quick Assist Technology for some Intel(R) Platforms within Ring 0: Kernel may allow a denial of service. Unprivileged software adversary with an authenticated user combined with a low complexity attack may enable denial of service. This result may potentially occur via local access when attack requirements are not present with special internal knowledge and requires no user interaction. The potential vulnerability may impact the confidentiality (none), integrity (none) and availability (high) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:15.233,2026-02-10T21:51:48.077
CVE-2025-30513,"Race condition for some TDX Module within Ring 0: Hypervisor may allow an escalation of privilege. System software adversary with a privileged user combined with a low complexity attack may enable escalation of privilege. This result may potentially occur via local access when attack requirements are not present with special internal knowledge and requires no user interaction. The potential vulnerability may impact the confidentiality (high), integrity (high) and availability (none) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:15.390,2026-02-10T21:51:48.077
CVE-2025-31648,"Improper handling of values in the microcode flow for some Intel(R) Processor Family may allow an escalation of privilege. Startup code and smm adversary with a privileged user combined with a high complexity attack may enable escalation of privilege. This result may potentially occur via local access when attack requirements are present with special internal knowledge and requires no user interaction. The potential vulnerability may impact the confidentiality (low), integrity (low) and availability (none) of the vulnerable system, resulting in subsequent system confidentiality (low), integrity (low) and availability (none) impacts.",2026-02-10T17:16:15.550,2026-02-10T21:51:48.077
CVE-2025-31655,"Incorrect default permissions for some Intel(R) Battery Life Diagnostic Tool within Ring 3: User Applications may allow an escalation of privilege. Unprivileged software adversary with an authenticated user combined with a high complexity attack may enable escalation of privilege. This result may potentially occur via local access when attack requirements are present without special internal knowledge and requires active user interaction. The potential vulnerability may impact the confidentiality (high), integrity (high) and availability (high) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:15.723,2026-02-10T21:51:48.077
CVE-2025-31944,"Race condition for some TDX Module before version tdx1.5 within Ring 0: Hypervisor may allow a denial of service. Authorized adversary with a privileged user combined with a high complexity attack may enable denial of service. This result may potentially occur via local access when attack requirements are present without special internal knowledge and requires no user interaction. The potential vulnerability may impact the confidentiality (none), integrity (none) and availability (high) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (low) impacts.",2026-02-10T17:16:15.890,2026-02-10T21:51:48.077
CVE-2025-32003,"Out-of-bounds read in the firmware for some 100GbE Intel(R) Ethernet Network Adapter E810 before version cvl fw 1.7.6, cpk 1.3.7 within Ring 0: Bare Metal OS may allow a denial of service. Network adversary with an authenticated user combined with a low complexity attack may enable denial of service. This result may potentially occur via network access when attack requirements are present with special internal knowledge and requires no user interaction. The potential vulnerability may impact the confidentiality (none), integrity (none) and availability (high) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:16.073,2026-02-10T21:51:48.077
CVE-2025-32007,"Out-of-bounds read for some TDX before version tdx module 1.5.24 within Ring 0: Hypervisor may allow an information disclosure. Authorized adversary with a privileged user combined with a low complexity attack may enable data exposure. This result may potentially occur via local access when attack requirements are present without special internal knowledge and requires no user interaction. The potential vulnerability may impact the confidentiality (high), integrity (none) and availability (none) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:16.233,2026-02-10T21:51:48.077
CVE-2025-32008,"Out-of-bounds write in the firmware for the Intel(R) AMT and Intel(R) Standard Manageability within Ring 3: User Applications may allow a denial of service. Network adversary with an unauthenticated user combined with a low complexity attack may enable denial of service. This result may potentially occur via network access when attack requirements are not present without special internal knowledge and requires no user interaction. The potential vulnerability may impact the confidentiality (none), integrity (none) and availability (high) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (low) impacts.",2026-02-10T17:16:16.393,2026-02-10T21:51:48.077
CVE-2025-32092,"Insecure inherited permissions for some Intel(R) Graphics Software before version 25.30.1702.0 within Ring 3: User Applications may allow an escalation of privilege. Unprivileged software adversary with an authenticated user combined with a high complexity attack may enable escalation of privilege. This result may potentially occur via local access when attack requirements are present without special internal knowledge and requires active user interaction. The potential vulnerability may impact the confidentiality (high), integrity (high) and availability (high) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:16.553,2026-02-10T21:51:48.077
CVE-2025-32452,"Uncontrolled search path for some AI Playground before version 2.6.1 beta within Ring 3: User Applications may allow an escalation of privilege. Unprivileged software adversary with an authenticated user combined with a high complexity attack may enable escalation of privilege. This result may potentially occur via local access when attack requirements are present without special internal knowledge and requires active user interaction. The potential vulnerability may impact the confidentiality (high), integrity (high) and availability (high) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:16.717,2026-02-10T21:51:48.077
CVE-2025-32453,"Incorrect default permissions for some Intel(R) Graphics Driver software within Ring 2: Privileged Process may allow an escalation of privilege. Unprivileged software adversary with an authenticated user combined with a high complexity attack may enable escalation of privilege. This result may potentially occur via local access when attack requirements are present without special internal knowledge and requires active user interaction. The potential vulnerability may impact the confidentiality (high), integrity (high) and availability (high) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:16.877,2026-02-10T21:51:48.077
CVE-2025-32467,"Use of uninitialized variable for some TDX Module before version tdx1.5 within Ring 0: Hypervisor may allow an information disclosure. Authorized adversary with a privileged user combined with a high complexity attack may enable data exposure. This result may potentially occur via local access when attack requirements are present without special internal knowledge and requires no user interaction. The potential vulnerability may impact the confidentiality (high), integrity (none) and availability (none) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:17.040,2026-02-10T21:51:48.077
CVE-2025-32735,"Improper conditions check in some firmware for some Intel(R) NPU Drivers within Ring 1: Device Drivers may allow a denial of service. Unprivileged software adversary with an authenticated user combined with a low complexity attack may enable denial of service. This result may potentially occur via local access when attack requirements are not present without special internal knowledge and requires no user interaction. The potential vulnerability may impact the confidentiality (none), integrity (none) and availability (high) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:17.200,2026-02-10T21:51:48.077
CVE-2025-32739,"Improper conditions check in some firmware for some Intel(R) Graphics Drivers and Intel LTS kernels within Ring 1: Device Drivers may allow a denial of service. Unprivileged software adversary with an authenticated user combined with a high complexity attack may enable denial of service. This result may potentially occur via local access when attack requirements are present with special internal knowledge and requires no user interaction. The potential vulnerability may impact the confidentiality (none), integrity (none) and availability (low) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:17.360,2026-02-10T21:51:48.077
CVE-2025-33030,"Improper conditions check in some firmware for some Intel(R) NPU Drivers within Ring 3: User Applications may allow an escalation of privilege. Unprivileged software adversary with an authenticated user combined with a low complexity attack may enable data corruption. This result may potentially occur via local access when attack requirements are present without special internal knowledge and requires no user interaction. The potential vulnerability may impact the confidentiality (none), integrity (low) and availability (none) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:17.537,2026-02-10T21:51:48.077
CVE-2025-35992,"Improper conditions check in some firmware for some Intel(R) NPU Drivers within Ring 1: Device Drivers may allow a denial of service. Unprivileged software adversary with an authenticated user combined with a high complexity attack may enable denial of service. This result may potentially occur via local access when attack requirements are not present without special internal knowledge and requires no user interaction. The potential vulnerability may impact the confidentiality (none), integrity (none) and availability (high) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:17.703,2026-02-10T21:51:48.077
CVE-2025-35998,"Missing protection mechanism for alternate hardware interface in the Intel(R) Quick Assist Technology for some Intel(R) Platforms within Ring 0: Kernel may allow an escalation of privilege. System software adversary with a privileged user combined with a low complexity attack may enable escalation of privilege. This result may potentially occur via local access when attack requirements are present with special internal knowledge and requires no user interaction. The potential vulnerability may impact the confidentiality (high), integrity (high) and availability (none) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:17.880,2026-02-10T21:51:48.077
CVE-2025-35999,"Incorrect permission assignment for critical resource for some System Firmware Update Utility (SysFwUpdt) for Intel(R) Server Boards and Intel(R) Server Systems Based before version 16.0.12. within Ring 3: User Applications may allow an escalation of privilege. System software adversary with a privileged user combined with a low complexity attack may enable escalation of privilege. This result may potentially occur via local access when attack requirements are present without special internal knowledge and requires passive user interaction. The potential vulnerability may impact the confidentiality (high), integrity (high) and availability (high) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:18.057,2026-02-10T21:51:48.077
CVE-2025-36511,"Incorrect default permissions for some Intel(R) Memory and Storage Tool before version 2.5.2 within Ring 3: User Applications may allow an escalation of privilege. System software adversary with an authenticated user combined with a high complexity attack may enable escalation of privilege. This result may potentially occur via local access when attack requirements are present without special internal knowledge and requires active user interaction. The potential vulnerability may impact the confidentiality (high), integrity (high) and availability (high) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:18.230,2026-02-10T21:51:48.077
CVE-2025-36522,"Incorrect default permissions for some Intel(R) Chipset Software before version 10.1.20266.8668 or later. within Ring 3: User Applications may allow an escalation of privilege. System software adversary with an authenticated user combined with a high complexity attack may enable escalation of privilege. This result may potentially occur via local access when attack requirements are present without special internal knowledge and requires active user interaction. The potential vulnerability may impact the confidentiality (high), integrity (high) and availability (high) of the vulnerable system, resulting in subsequent system confidentiality (none), integrity (none) and availability (none) impacts.",2026-02-10T17:16:18.393,2026-02-10T21:51:48.077
CVE-2026-24885,"Kanboard is project management software focused on Kanban methodology. Prior to 1.2.50, a Cross-Site Request Forgery (CSRF) vulnerability exists in the ProjectPermissionController within the Kanboard application. The application fails to strictly enforce the application/json Content-Type for the changeUserRole action. Although the request body is JSON, the server accepts text/plain, allowing an attacker to craft a malicious form using the text/plain attribute. Which allows unauthorized modification of project user roles if an authenticated admin visits a malicious site This vulnerability is fixed in 1.2.50.",2026-02-10T17:16:20.940,2026-02-13T20:19:00.370
CVE-2026-25530,"Kanboard is project management software focused on Kanban methodology. Prior to 1.2.50, the getSwimlane API method lacks project-level authorization, allowing authenticated users to access swimlane data from projects they cannot access. This vulnerability is fixed in 1.2.50.",2026-02-10T17:16:21.910,2026-02-13T20:21:29.700
CVE-2025-6010,Rejected reason: This CVE ID has been rejected or withdrawn by its CVE Numbering Authority.,2026-02-10T18:16:21.793,2026-02-10T18:16:21.793
CVE-2026-0651,"On TP-Link Tapo C260 v1, path traversal is possible due to improper handling of specific GET request paths via https, allowing local unauthenticated probing of filesystem paths. An attacker on the local network can determine whether certain files exists on the device, with no read, write or code execution possibilities.",2026-02-10T18:16:21.977,2026-02-13T20:45:32.090
CVE-2026-0652,"On TP-Link Tapo C260 v1, command injection vulnerability exists due to improper sanitization in certain POST parameters during configuration synchronization. An authenticated attacker can execute arbitrary system commands with high impact on confidentiality, integrity and availability. It may cause full device compromise.",2026-02-10T18:16:22.127,2026-02-13T20:45:16.673
CVE-2026-0653,"On TP-Link Tapo C260 v1, a guest‑level authenticated user can bypass intended access restrictions by sending crafted requests to a synchronization endpoint. This allows modification of protected device settings despite limited privileges. An attacker may change sensitive configuration parameters without authorization, resulting in unauthorized device state manipulation but not full code execution.",2026-02-10T18:16:22.257,2026-02-13T20:45:00.333
CVE-2026-1996,"Certain HP OfficeJet Pro printers may be vulnerable to potential denial of service when the IPP requests are mishandled, failing to establish a TCP connection.",2026-02-10T18:16:22.387,2026-02-10T21:51:48.077
CVE-2026-1997,"Certain HP OfficeJet Pro printers may expose information if Cross‑Origin Resource Sharing (CORS) is misconfigured, potentially allowing unauthorized web origins to access device resource.

CORS is disabled by default on Pro‑class devices and can only be enabled by an administrator through the Embedded Web Server (EWS). Keeping CORS disabled unless explicitly required helps ensure that only trusted solutions can interact with the device.",2026-02-10T18:16:22.513,2026-02-12T15:13:31.403
CVE-2026-20841,Improper neutralization of special elements used in a command ('command injection') in Windows Notepad App allows an unauthorized attacker to execute code locally.,2026-02-10T18:16:22.643,2026-02-12T20:16:05.143
CVE-2026-20846,Buffer over-read in Windows GDI+ allows an unauthorized attacker to deny service over a network.,2026-02-10T18:16:22.797,2026-02-11T20:30:43.550
CVE-2026-21218,Improper handling of missing special element in .NET allows an unauthorized attacker to perform spoofing over a network.,2026-02-10T18:16:22.967,2026-02-12T17:35:25.617
CVE-2026-21222,Insertion of sensitive information into log file in Windows Kernel allows an authorized attacker to disclose information locally.,2026-02-10T18:16:23.130,2026-02-11T21:18:38.220
CVE-2026-21228,Improper certificate validation in Azure Local allows an unauthorized attacker to execute code over a network.,2026-02-10T18:16:23.297,2026-02-10T21:51:48.077
CVE-2026-21229,Improper input validation in Power BI allows an authorized attacker to execute code over a network.,2026-02-10T18:16:23.453,2026-02-11T21:15:13.490
CVE-2026-21231,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Kernel allows an authorized attacker to elevate privileges locally.,2026-02-10T18:16:23.600,2026-02-11T21:13:54.983
CVE-2026-21232,Untrusted pointer dereference in Windows HTTP.sys allows an authorized attacker to elevate privileges locally.,2026-02-10T18:16:23.770,2026-02-11T21:12:11.617
CVE-2026-21234,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Connected Devices Platform Service allows an authorized attacker to elevate privileges locally.,2026-02-10T18:16:23.930,2026-02-11T21:10:43.267
CVE-2026-21235,Use after free in Microsoft Graphics Component allows an authorized attacker to elevate privileges locally.,2026-02-10T18:16:24.090,2026-02-11T21:09:06.693
CVE-2026-21236,Heap-based buffer overflow in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.,2026-02-10T18:16:24.250,2026-02-11T21:07:23.287
CVE-2026-21237,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Subsystem for Linux allows an authorized attacker to elevate privileges locally.,2026-02-10T18:16:24.427,2026-02-11T21:05:42.250
CVE-2026-21238,Improper access control in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.,2026-02-10T18:16:24.613,2026-02-11T21:01:48.670
CVE-2026-21239,Heap-based buffer overflow in Windows Kernel allows an authorized attacker to elevate privileges locally.,2026-02-10T18:16:24.780,2026-02-11T21:00:30.630
CVE-2026-21240,Time-of-check time-of-use (toctou) race condition in Windows HTTP.sys allows an authorized attacker to elevate privileges locally.,2026-02-10T18:16:24.963,2026-02-11T20:59:15.043
CVE-2026-21241,Use after free in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.,2026-02-10T18:16:25.150,2026-02-11T20:57:27.187
CVE-2026-21242,Use after free in Windows Subsystem for Linux allows an authorized attacker to elevate privileges locally.,2026-02-10T18:16:25.323,2026-02-11T20:56:41.543
CVE-2026-21243,Null pointer dereference in Windows LDAP - Lightweight Directory Access Protocol allows an unauthorized attacker to deny service over a network.,2026-02-10T18:16:25.480,2026-02-11T20:41:23.863
CVE-2026-21244,Heap-based buffer overflow in Windows Hyper-V allows an authorized attacker to execute code locally.,2026-02-10T18:16:25.650,2026-02-11T20:43:08.610
CVE-2026-21245,Heap-based buffer overflow in Windows Kernel allows an authorized attacker to elevate privileges locally.,2026-02-10T18:16:25.843,2026-02-11T20:44:29.940
CVE-2026-21246,Heap-based buffer overflow in Microsoft Graphics Component allows an authorized attacker to elevate privileges locally.,2026-02-10T18:16:26.010,2026-02-11T20:36:58.373
CVE-2026-21247,Improper input validation in Windows Hyper-V allows an authorized attacker to execute code locally.,2026-02-10T18:16:26.180,2026-02-11T20:45:56.220
CVE-2026-21248,Heap-based buffer overflow in Windows Hyper-V allows an authorized attacker to execute code locally.,2026-02-10T18:16:26.340,2026-02-11T20:15:17.870
CVE-2026-21249,External control of file name or path in Windows NTLM allows an unauthorized attacker to perform spoofing locally.,2026-02-10T18:16:26.500,2026-02-11T19:53:01.787
CVE-2026-21250,Untrusted pointer dereference in Windows HTTP.sys allows an authorized attacker to elevate privileges locally.,2026-02-10T18:16:26.670,2026-02-11T19:49:34.573
CVE-2026-21251,Use after free in Windows Cluster Client Failover allows an authorized attacker to elevate privileges locally.,2026-02-10T18:16:26.840,2026-02-11T19:42:34.007
CVE-2026-21253,Use after free in Mailslot File System allows an authorized attacker to elevate privileges locally.,2026-02-10T18:16:27.000,2026-02-11T19:26:52.133
CVE-2026-21255,Improper access control in Windows Hyper-V allows an authorized attacker to bypass a security feature locally.,2026-02-10T18:16:27.167,2026-02-11T20:04:16.867
CVE-2026-21256,Improper neutralization of special elements used in a command ('command injection') in GitHub Copilot and Visual Studio allows an unauthorized attacker to execute code over a network.,2026-02-10T18:16:27.330,2026-02-11T21:37:01.630
CVE-2026-21257,Improper neutralization of special elements used in a command ('command injection') in GitHub Copilot and Visual Studio allows an authorized attacker to elevate privileges over a network.,2026-02-10T18:16:27.483,2026-02-11T19:47:12.797
CVE-2026-21258,Improper input validation in Microsoft Office Excel allows an unauthorized attacker to disclose information locally.,2026-02-10T18:16:27.637,2026-02-11T19:12:56.623
CVE-2026-21259,Heap-based buffer overflow in Microsoft Office Excel allows an unauthorized attacker to elevate privileges locally.,2026-02-10T18:16:27.790,2026-02-11T19:12:00.613
CVE-2026-21260,Exposure of sensitive information to an unauthorized actor in Microsoft Office Outlook allows an unauthorized attacker to perform spoofing over a network.,2026-02-10T18:16:27.947,2026-02-11T19:10:20.090
CVE-2026-21261,Out-of-bounds read in Microsoft Office Excel allows an unauthorized attacker to disclose information locally.,2026-02-10T18:16:28.107,2026-02-11T19:08:10.653
CVE-2026-21312,Audition versions 25.3 and earlier are affected by an out-of-bounds write vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.,2026-02-10T18:16:28.257,2026-02-11T15:57:42.060
CVE-2026-21313,Audition versions 25.3 and earlier are affected by an out-of-bounds read vulnerability that could lead to memory exposure. An attacker could leverage this vulnerability to disclose sensitive information stored in memory. Exploitation of this issue requires user interaction in that a victim must open a malicious file.,2026-02-10T18:16:28.417,2026-02-11T15:57:50.340
CVE-2026-21314,Audition versions 25.3 and earlier are affected by an out-of-bounds read vulnerability that could lead to memory exposure. An attacker could leverage this vulnerability to disclose sensitive information stored in memory. Exploitation of this issue requires user interaction in that a victim must open a malicious file.,2026-02-10T18:16:28.570,2026-02-11T15:57:54.653
CVE-2026-21315,Audition versions 25.3 and earlier are affected by an Out-of-bounds Read vulnerability that could lead to memory exposure. An attacker could leverage this vulnerability to access sensitive information stored in memory. Exploitation of this issue requires user interaction in that a victim must open a malicious file.,2026-02-10T18:16:28.720,2026-02-11T15:57:33.997
